"produktbereich","produktgruppe","produkt","produktgruppe_bez","E_A","haushaltsposition","jahr","euro"
11,11.01,"11.01.01","Personalsteuerung und -entwicklung","A","Aufwendungen für Sach- und Dienstleistungen",2012,1320
11,11.01,"11.01.01","Personalsteuerung und -entwicklung","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
11,11.01,"11.01.01","Personalsteuerung und -entwicklung","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
11,11.01,"11.01.01","Personalsteuerung und -entwicklung","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
11,11.01,"11.01.01","Personalsteuerung und -entwicklung","A","Aufwendungen für Sach- und Dienstleistungen",2013,13560
11,11.01,"11.01.01","Personalsteuerung und -entwicklung","A","Aufwendungen für Sach- und Dienstleistungen",2011,12220
11,11.01,"11.01.01","Personalsteuerung und -entwicklung","A","Aufwendungen für Sach- und Dienstleistungen",2012,11000
11,11.01,"11.01.01","Personalsteuerung und -entwicklung","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
11,11.01,"11.01.01","Personalsteuerung und -entwicklung","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
11,11.01,"11.01.01","Personalsteuerung und -entwicklung","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
11,11.01,"11.01.01","Personalsteuerung und -entwicklung","A","Aufwendungen für Sach- und Dienstleistungen",2013,50
11,11.01,"11.01.01","Personalsteuerung und -entwicklung","A","Aufwendungen für Sach- und Dienstleistungen",2011,200
11,11.01,"11.01.01","Personalsteuerung und -entwicklung","A","Aufwendungen für Sach- und Dienstleistungen",2012,50
11,11.01,"11.01.01","Personalsteuerung und -entwicklung","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
11,11.01,"11.01.01","Personalsteuerung und -entwicklung","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
11,11.01,"11.01.01","Personalsteuerung und -entwicklung","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
11,11.01,"11.01.01","Personalsteuerung und -entwicklung","A","Aufwendungen für Sach- und Dienstleistungen",2013,350
11,11.01,"11.01.01","Personalsteuerung und -entwicklung","A","Aufwendungen für Sach- und Dienstleistungen",2011,2450
11,11.01,"11.01.01","Personalsteuerung und -entwicklung","A","Aufwendungen für Sach- und Dienstleistungen",2012,1980
11,11.01,"11.01.01","Personalsteuerung und -entwicklung","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
11,11.01,"11.01.01","Personalsteuerung und -entwicklung","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
11,11.01,"11.01.01","Personalsteuerung und -entwicklung","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
11,11.01,"11.01.01","Personalsteuerung und -entwicklung","A","Aufwendungen für Sach- und Dienstleistungen",2013,""
11,11.01,"11.01.01","Personalsteuerung und -entwicklung","A","Aufwendungen für Sach- und Dienstleistungen",2011,1000
11,11.01,"11.01.01","Personalsteuerung und -entwicklung","A","Aufwendungen für Sach- und Dienstleistungen",2012,""
11,11.01,"11.01.01","Personalsteuerung und -entwicklung","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
11,11.01,"11.01.01","Personalsteuerung und -entwicklung","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
11,11.01,"11.01.01","Personalsteuerung und -entwicklung","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
11,11.01,"11.01.01","Personalsteuerung und -entwicklung","A","Aufwendungen für Sach- und Dienstleistungen",2013,12700
11,11.01,"11.01.01","Personalsteuerung und -entwicklung","A","Aufwendungen für Sach- und Dienstleistungen",2011,6200
11,11.01,"11.01.01","Personalsteuerung und -entwicklung","A","Aufwendungen für Sach- und Dienstleistungen",2012,12700
11,11.01,"11.01.01","Personalsteuerung und -entwicklung","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
11,11.01,"11.01.01","Personalsteuerung und -entwicklung","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
11,11.01,"11.01.01","Personalsteuerung und -entwicklung","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2013,350
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2011,700
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2012,400
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2013,132400
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2011,91280
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2012,103250
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2013,21500
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2011,65000
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2012,45000
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2013,516560
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2011,715690
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2012,780320
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2013,618260
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2011,640400
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2012,606610
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2013,153770
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2011,240710
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2012,185690
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2013,62340
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2011,70750
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2012,133900
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2013,25780
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2011,17950
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2012,20620
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2013,100580
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2011,140780
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2012,155830
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2013,123680
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2011,125970
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2012,121140
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2013,610
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2011,510
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2012,680
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2013,2230
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2011,2490
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2012,2550
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2013,27060
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2011,50070
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2012,35650
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2013,1975200
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2011,1778290
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2012,1964230
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2013,44640
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2011,63510
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2012,45150
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2013,25860
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2011,""
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2012,26180
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2013,10050
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2011,16000
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2012,10110
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2013,17790
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2011,""
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2012,21100
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Versorgungsaufwendungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2013,10590
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2011,7300
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2012,8260
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2013,41330
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2011,57260
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2012,62430
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2013,55740
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2011,51230
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2012,48530
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2013,785000
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2011,400000
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2012,600000
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2013,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2011,110000
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2012,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2013,39000
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2011,45040
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2012,39000
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2013,7800
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2011,1200
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2012,5500
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2013,4400
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2011,600
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2012,3500
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2013,30000
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2011,32150
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2012,30000
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2013,6900
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2011,7000
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2012,7500
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2013,2400
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2011,2000
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2012,2000
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2013,15000
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2011,13000
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2012,2700
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2013,1000
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2011,1000
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2012,1000
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2013,15000
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2011,17000
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2012,12200
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Personalaufwendungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2013,1500
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2011,4500
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2012,4500
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2013,3000
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2011,3740
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2012,4000
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2013,3300
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2011,2950
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2012,2500
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2013,220
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2011,2400
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2012,300
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2013,338
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2011,695
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2012,285
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2013,1900
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2011,880
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2012,1400
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2013,50
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2011,120
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2012,50
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2013,992
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2011,1960
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2012,2500
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2013,900
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2011,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2012,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2013,3500
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2011,2500
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2012,2400
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2013,27000
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2011,27000
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2012,27000
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2013,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2011,4800
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2012,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
11,11.01,"11.01.02","Personalverwaltung","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
11,11.01,"11.01.03","Gender Mainstreaming","A","Aufwendungen für Sach- und Dienstleistungen",2013,50
11,11.01,"11.01.03","Gender Mainstreaming","A","Aufwendungen für Sach- und Dienstleistungen",2011,450
11,11.01,"11.01.03","Gender Mainstreaming","A","Aufwendungen für Sach- und Dienstleistungen",2012,50
11,11.01,"11.01.03","Gender Mainstreaming","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
11,11.01,"11.01.03","Gender Mainstreaming","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
11,11.01,"11.01.03","Gender Mainstreaming","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
11,11.01,"11.01.03","Gender Mainstreaming","A","Aufwendungen für Sach- und Dienstleistungen",2013,10000
11,11.01,"11.01.03","Gender Mainstreaming","A","Aufwendungen für Sach- und Dienstleistungen",2011,14250
11,11.01,"11.01.03","Gender Mainstreaming","A","Aufwendungen für Sach- und Dienstleistungen",2012,14250
